player,goals,assists,rating,minutes,match_id,date,performed,surname,birth_date,Zodiac
odysseas vlachodimos,0,0,7.0,90,1035155,2023-11-12,1,vlachodimos,,
ola aina,0,1,6.9,76,1035155,2023-11-12,1,aina,08-10-1996,Libra
moussa niakhaté,0,0,6.7,90,1035155,2023-11-12,0,niakhaté,,
murillo,0,0,6.7,76,1035155,2023-11-12,0,murillo,04-07-2002,Cancer
harry toffolo,0,0,6.7,90,1035155,2023-11-12,0,toffolo,,
ibrahim sangaré,0,0,7.0,89,1035155,2023-11-12,1,sangaré,,
orel mangala,0,0,6.5,90,1035155,2023-11-12,0,mangala,,
nicolás domínguez,0,0,6.7,45,1035155,2023-11-12,0,domínguez,28-06-1998,Cancer
morgan gibbs-white,0,0,6.9,90,1035155,2023-11-12,0,gibbs-white,27-01-2000,Aquarius
taiwo awoniyi,1,0,6.6,76,1035155,2023-11-12,1,awoniyi,,
anthony elanga,1,0,7.2,90,1035155,2023-11-12,1,elanga,27-04-2002,Taurus
danilo,0,0,6.5,45,1035155,2023-11-12,0,danilo,,
serge aurier,0,0,6.7,14,1035155,2023-11-12,0,aurier,,
willy boly,0,0,6.7,14,1035155,2023-11-12,0,boly,,
chris wood,0,0,6.7,14,1035155,2023-11-12,0,wood,07-12-1991,Sagittarius
divock origi,0,0,6.7,9,1035155,2023-11-12,0,origi,,
matt turner,0,0,0.0,0,1035155,2023-11-12,0,turner,,
neco williams,0,0,0.0,0,1035155,2023-11-12,0,williams,13-04-2001,Aries
cheikhou kouyaté,0,0,0.0,0,1035155,2023-11-12,0,kouyaté,,
ryan yates,0,0,0.0,0,1035155,2023-11-12,0,yates,21-11-1997,Scorpio
emiliano martínez,0,0,7.2,90,1035149,2023-11-12,1,martínez,02-09-1992,Virgo
matty cash,0,0,7.0,90,1035149,2023-11-12,1,cash,07-08-1997,Leo
ezri konsa,0,0,6.6,90,1035149,2023-11-12,0,konsa,23-10-1997,Scorpio
pau torres,0,0,6.9,90,1035149,2023-11-12,0,torres,16-01-1997,Capricorn
lucas digne,0,0,6.9,90,1035149,2023-11-12,0,digne,20-07-1993,Cancer
boubacar kamara,0,0,6.3,90,1035149,2023-11-12,0,kamara,23-11-1999,Sagittarius
douglas luiz,0,0,6.9,90,1035149,2023-11-12,0,luiz,,
john mcginn,1,0,8.2,90,1035149,2023-11-12,1,mcginn,18-10-1994,Libra
youri tielemans,0,0,7.2,90,1035149,2023-11-12,1,tielemans,07-05-1997,Taurus
moussa diaby,0,0,6.5,62,1035149,2023-11-12,0,diaby,,
ollie watkins,1,0,7.0,90,1035149,2023-11-12,1,watkins,30-12-1995,Capricorn
leon bailey,0,1,7.5,28,1035149,2023-11-12,1,bailey,09-08-1997,Leo
robin olsen,0,0,0.0,0,1035149,2023-11-12,0,olsen,,
clément lenglet,0,0,0.0,0,1035149,2023-11-12,0,lenglet,,
calum chambers,0,0,0.0,0,1035149,2023-11-12,0,chambers,,
álex moreno,0,0,0.0,0,1035149,2023-11-12,0,moreno,,
leander dendoncker,0,0,0.0,0,1035149,2023-11-12,0,dendoncker,,
nicolò zaniolo,0,0,0.0,0,1035149,2023-11-12,0,zaniolo,,
bertrand traoré,0,0,0.0,0,1035149,2023-11-12,0,traoré,,
jhon durán,0,0,0.0,0,1035149,2023-11-12,0,durán,,
bernd leno,0,0,6.3,90,1035149,2023-11-12,0,leno,,
timothy castagne,0,0,7.0,90,1035149,2023-11-12,1,castagne,,
calvin bassey,0,0,6.9,90,1035149,2023-11-12,0,bassey,,
tim ream,0,0,6.5,90,1035149,2023-11-12,0,ream,,
antonee robinson,0,1,6.9,90,1035149,2023-11-12,1,robinson,,
alex iwobi,0,0,6.6,82,1035149,2023-11-12,0,iwobi,,
joão palhinha,0,0,6.2,90,1035149,2023-11-12,0,palhinha,09-07-1995,Cancer
bobby decordova-reid,0,0,6.2,45,1035149,2023-11-12,0,decordova-reid,,
andreas pereira,0,0,6.9,74,1035149,2023-11-12,0,pereira,,
willian,0,0,6.9,82,1035149,2023-11-12,0,willian,,
raúl jiménez,1,0,7.3,74,1035149,2023-11-12,1,jiménez,,
harry wilson,0,0,7.2,45,1035149,2023-11-12,1,wilson,,
tom cairney,0,0,6.6,16,1035149,2023-11-12,0,cairney,,
carlos vinícius,0,0,6.3,16,1035149,2023-11-12,0,vinícius,,
harrison reed,0,0,6.5,8,1035149,2023-11-12,0,reed,,
adama traoré,0,0,6.6,8,1035149,2023-11-12,0,traoré,,
marek rodák,0,0,0.0,0,1035149,2023-11-12,0,rodák,,
kenny tete,0,0,0.0,0,1035149,2023-11-12,0,tete,,
fodé ballo-touré,0,0,0.0,0,1035149,2023-11-12,0,ballo-touré,,
saša lukić,0,0,0.0,0,1035149,2023-11-12,0,lukić,,
robert sánchez,0,0,7.3,90,1035151,2023-11-12,1,sánchez,18-11-1997,Scorpio
reece james,0,1,7.3,64,1035151,2023-11-12,1,james,08-12-1999,Sagittarius
axel disasi,0,0,6.2,90,1035151,2023-11-12,0,disasi,,
thiago silva,1,0,6.9,90,1035151,2023-11-12,1,silva,10-08-1994,Leo
marc cucurella,0,0,6.3,90,1035151,2023-11-12,0,cucurella,22-07-1998,Cancer
moisés caicedo,0,0,6.3,89,1035151,2023-11-12,0,caicedo,02-11-2001,Scorpio
enzo fernández,0,0,6.3,64,1035151,2023-11-12,0,fernández,17-01-2001,Capricorn
cole palmer,1,0,6.6,90,1035151,2023-11-12,1,palmer,06-05-2002,Taurus
conor gallagher,0,1,7.3,90,1035151,2023-11-12,1,gallagher,06-02-2000,Aquarius
raheem sterling,1,0,7.2,90,1035151,2023-11-12,1,sterling,,
nicolas jackson,1,0,7.0,89,1035151,2023-11-12,1,jackson,20-06-2001,Gemini
malo gusto,0,0,6.5,26,1035151,2023-11-12,0,gusto,19-05-2003,Taurus
mykhaylo mudryk,0,0,6.2,26,1035151,2023-11-12,0,mudryk,,
lesley ugochukwu,0,0,0.0,1,1035151,2023-11-12,0,ugochukwu,,
armando broja,0,0,6.9,11,1035151,2023-11-12,0,broja,,
đorđe petrović,0,0,0.0,0,1035151,2023-11-12,0,petrović,,
ian maatsen,0,0,0.0,0,1035151,2023-11-12,0,maatsen,10-03-2002,Pisces
benoît badiashile,0,0,0.0,0,1035151,2023-11-12,0,badiashile,26-03-2001,Aries
noni madueke,0,0,0.0,0,1035151,2023-11-12,0,madueke,10-03-2002,Pisces
alex matos,0,0,0.0,0,1035151,2023-11-12,0,matos,,
ederson,0,0,7.3,90,1035151,2023-11-12,1,ederson,,
kyle walker,0,0,6.2,90,1035151,2023-11-12,0,walker,,
rúben dias,0,0,6.0,90,1035151,2023-11-12,0,dias,,
joško gvardiol,0,0,6.5,90,1035151,2023-11-12,0,gvardiol,,
rodri,1,0,7.9,90,1035151,2023-11-12,1,rodri,22-06-1996,Cancer
manuel akanji,1,0,7.7,90,1035151,2023-11-12,1,akanji,,
phil foden,0,0,7.6,90,1035151,2023-11-12,1,foden,28-05-2000,Gemini
julián álvarez,0,0,7.3,79,1035151,2023-11-12,1,álvarez,,
bernardo silva,0,1,7.3,90,1035151,2023-11-12,1,silva,10-08-1994,Leo
jérémy doku,0,0,6.9,59,1035151,2023-11-12,0,doku,,
erling haaland,2,1,8.3,90,1035151,2023-11-12,1,haaland,21-07-2000,Cancer
jack grealish,0,0,6.7,31,1035151,2023-11-12,0,grealish,,
mateo kovačić,0,0,6.9,11,1035151,2023-11-12,0,kovačić,,
scott carson,0,0,0.0,0,1035151,2023-11-12,0,carson,,
stefan ortega,0,0,0.0,0,1035151,2023-11-12,0,ortega,,
rico lewis,0,0,0.0,0,1035151,2023-11-12,0,lewis,21-11-2004,Scorpio
matheus nunes,0,0,0.0,0,1035151,2023-11-12,0,nunes,27-08-1998,Virgo
oscar bobb,0,0,0.0,0,1035151,2023-11-12,0,bobb,,
kalvin phillips,0,0,0.0,0,1035151,2023-11-12,0,phillips,,
guglielmo vicario,0,0,6.9,90,1035146,2023-11-06,0,vicario,07-10-1996,Libra
pedro porro,0,0,6.6,90,1035146,2023-11-06,0,porro,,
cristian romero,0,0,5.2,33,1035146,2023-11-06,0,romero,27-04-1998,Taurus
micky van de ven,0,0,6.5,45,1035146,2023-11-06,0,ven,,
destiny udogie,0,0,5.5,55,1035146,2023-11-06,0,udogie,28-11-2002,Sagittarius
pape matar sarr,0,1,7.2,61,1035146,2023-11-06,1,sarr,14-09-2002,Virgo
yves bissouma,0,0,6.6,90,1035146,2023-11-06,0,bissouma,30-08-1996,Virgo
dejan kulusevski,1,0,7.5,61,1035146,2023-11-06,1,kulusevski,,
james maddison,0,0,6.2,45,1035146,2023-11-06,0,maddison,,
brennan johnson,0,0,6.3,34,1035146,2023-11-06,0,johnson,,
heung-min son,0,0,6.6,90,1035146,2023-11-06,0,son,,
eric dier,0,0,6.2,56,1035146,2023-11-06,0,dier,,
pierre-emile højbjerg,0,0,7.2,45,1035146,2023-11-06,1,højbjerg,,
emerson royal,0,0,6.9,45,1035146,2023-11-06,0,royal,,
rodrigo bentancur,0,0,6.2,29,1035146,2023-11-06,0,bentancur,,
oliver skipp,0,0,6.5,29,1035146,2023-11-06,0,skipp,,
fraser forster,0,0,0.0,0,1035146,2023-11-06,0,forster,,
giovani lo celso,0,0,0.0,0,1035146,2023-11-06,0,celso,,
bryan gil,0,0,0.0,0,1035146,2023-11-06,0,gil,,
richarlison,0,0,0.0,0,1035146,2023-11-06,0,richarlison,,
robert sánchez,0,0,7.0,90,1035146,2023-11-06,1,sánchez,18-11-1997,Scorpio
reece james,0,0,7.9,77,1035146,2023-11-06,1,james,08-12-1999,Sagittarius
axel disasi,0,0,6.3,90,1035146,2023-11-06,0,disasi,,
thiago silva,0,0,6.9,90,1035146,2023-11-06,0,silva,10-08-1994,Leo
levi colwill,0,0,6.7,45,1035146,2023-11-06,0,colwill,,
moisés caicedo,0,0,6.9,90,1035146,2023-11-06,0,caicedo,02-11-2001,Scorpio
enzo fernández,0,0,7.2,58,1035146,2023-11-06,1,fernández,17-01-2001,Capricorn
cole palmer,1,1,8.9,90,1035146,2023-11-06,1,palmer,06-05-2002,Taurus
conor gallagher,0,1,7.9,90,1035146,2023-11-06,1,gallagher,06-02-2000,Aquarius
raheem sterling,0,1,7.2,89,1035146,2023-11-06,1,sterling,,
nicolas jackson,3,0,9.3,90,1035146,2023-11-06,1,jackson,20-06-2001,Gemini
marc cucurella,0,0,7.3,45,1035146,2023-11-06,1,cucurella,22-07-1998,Cancer
mykhaylo mudryk,0,0,6.9,32,1035146,2023-11-06,0,mudryk,,
malo gusto,0,0,6.7,13,1035146,2023-11-06,0,gusto,19-05-2003,Taurus
lesley ugochukwu,0,0,6.5,9,1035146,2023-11-06,0,ugochukwu,,
đorđe petrović,0,0,0.0,0,1035146,2023-11-06,0,petrović,,
benoît badiashile,0,0,0.0,0,1035146,2023-11-06,0,badiashile,26-03-2001,Aries
ian maatsen,0,0,0.0,0,1035146,2023-11-06,0,maatsen,10-03-2002,Pisces
deivid washington,0,0,0.0,0,1035146,2023-11-06,0,washington,,
noni madueke,0,0,0.0,0,1035146,2023-11-06,0,madueke,10-03-2002,Pisces
josé sá,0,0,6.6,90,1035156,2023-11-11,0,sá,,
max kilman,0,0,6.6,90,1035156,2023-11-11,0,kilman,,
craig dawson,0,0,6.7,90,1035156,2023-11-11,0,dawson,,
toti gomes,0,0,7.2,90,1035156,2023-11-11,1,gomes,,
nélson semedo,0,0,7.3,67,1035156,2023-11-11,1,semedo,,
jean-ricner bellegarde,0,0,7.2,73,1035156,2023-11-11,1,bellegarde,,
mario lemina,1,0,8.2,90,1035156,2023-11-11,1,lemina,,
joão gomes,0,0,7.2,87,1035156,2023-11-11,1,gomes,,
rayan aït nouri,0,0,7.9,87,1035156,2023-11-11,1,nouri,,
hee-chan hwang,0,0,6.3,90,1035156,2023-11-11,0,hwang,,
matheus cunha,0,1,7.5,90,1035156,2023-11-11,1,cunha,27-05-1999,Gemini
matt doherty,0,0,6.3,23,1035156,2023-11-11,0,doherty,,
saša kalajdžić,0,0,6.3,17,1035156,2023-11-11,0,kalajdžić,,
pablo sarabia,1,1,8.9,12,1035156,2023-11-11,1,sarabia,,
tommy doyle,0,0,6.9,12,1035156,2023-11-11,0,doyle,,
daniel bentley,0,0,0.0,0,1035156,2023-11-11,0,bentley,,
jonny otto,0,0,0.0,0,1035156,2023-11-11,0,otto,,
hugo bueno,0,0,0.0,0,1035156,2023-11-11,0,bueno,,
boubacar traoré,0,0,0.0,0,1035156,2023-11-11,0,traoré,,
fábio silva,0,0,0.0,0,1035156,2023-11-11,0,silva,10-08-1994,Leo
guglielmo vicario,0,0,6.9,90,1035156,2023-11-11,0,vicario,07-10-1996,Libra
pedro porro,0,1,7.5,90,1035156,2023-11-11,1,porro,,
eric dier,0,0,6.6,90,1035156,2023-11-11,0,dier,,
ben davies,0,0,7.9,90,1035156,2023-11-11,1,davies,,
emerson royal,0,0,6.9,90,1035156,2023-11-11,0,royal,,
pierre-emile højbjerg,0,0,6.6,90,1035156,2023-11-11,0,højbjerg,,
yves bissouma,0,0,6.6,76,1035156,2023-11-11,0,bissouma,30-08-1996,Virgo
pape matar sarr,0,0,6.5,63,1035156,2023-11-11,0,sarr,14-09-2002,Virgo
dejan kulusevski,0,0,6.3,90,1035156,2023-11-11,0,kulusevski,,
heung-min son,0,0,6.3,90,1035156,2023-11-11,0,son,,
brennan johnson,1,0,7.3,75,1035156,2023-11-11,1,johnson,,
rodrigo bentancur,0,0,6.6,27,1035156,2023-11-11,0,bentancur,,
giovani lo celso,0,0,6.9,14,1035156,2023-11-11,0,celso,,
bryan gil,0,0,6.2,15,1035156,2023-11-11,0,gil,,
fraser forster,0,0,0.0,0,1035156,2023-11-11,0,forster,,
alfie dorrington,0,0,0.0,0,1035156,2023-11-11,0,dorrington,,
ashley phillips,0,0,0.0,0,1035156,2023-11-11,0,phillips,,
oliver skipp,0,0,0.0,0,1035156,2023-11-11,0,skipp,,
jamie donley,0,0,0.0,0,1035156,2023-11-11,0,donley,,
alejo veliz,0,0,0.0,0,1035156,2023-11-11,0,veliz,,
andré onana,0,0,7.7,90,1035154,2023-11-11,1,onana,20-08-2001,Leo
diogo dalot,0,0,7.5,90,1035154,2023-11-11,1,dalot,18-03-1999,Pisces
harry maguire,0,0,7.9,90,1035154,2023-11-11,1,maguire,05-03-1999,Pisces
victor lindelöf,1,0,8.3,90,1035154,2023-11-11,1,lindelöf,,
sergio reguilón,0,0,7.7,79,1035154,2023-11-11,1,reguilón,,
scott mctominay,0,0,7.2,90,1035154,2023-11-11,1,mctominay,,
christian eriksen,0,0,6.7,40,1035154,2023-11-11,0,eriksen,,
marcus rashford,0,0,6.9,90,1035154,2023-11-11,0,rashford,,
bruno fernandes,0,0,6.9,90,1035154,2023-11-11,0,fernandes,08-09-1994,Virgo
alejandro garnacho,0,0,7.2,68,1035154,2023-11-11,1,garnacho,01-07-2004,Cancer
rasmus højlund,0,0,6.0,79,1035154,2023-11-11,0,højlund,04-02-2003,Aquarius
mason mount,0,0,7.3,50,1035154,2023-11-11,1,mount,,
antony,0,0,7.0,22,1035154,2023-11-11,1,antony,,
raphaël varane,0,0,6.7,11,1035154,2023-11-11,0,varane,,
anthony martial,0,0,6.3,11,1035154,2023-11-11,0,martial,,
altay bayındır,0,0,0.0,0,1035154,2023-11-11,0,bayındır,,
hannibal mejbri,0,0,0.0,0,1035154,2023-11-11,0,mejbri,,
facundo pellistri,0,0,0.0,0,1035154,2023-11-11,0,pellistri,,
kobbie mainoo,0,0,0.0,0,1035154,2023-11-11,0,mainoo,19-04-2005,Aries
sofyan amrabat,0,0,0.0,0,1035154,2023-11-11,0,amrabat,,
thomas kaminski,0,0,7.0,90,1035154,2023-11-11,1,kaminski,,
teden mengi,0,0,7.2,90,1035154,2023-11-11,1,mengi,,
tom lockyer,0,0,7.3,90,1035154,2023-11-11,1,lockyer,,
gabriel osho,0,0,6.6,90,1035154,2023-11-11,0,osho,,
issa kaboré,0,0,6.7,86,1035154,2023-11-11,0,kaboré,,
marvelous nakamba,0,0,6.6,86,1035154,2023-11-11,0,nakamba,,
ross barkley,0,0,6.9,90,1035154,2023-11-11,0,barkley,05-12-1993,Sagittarius
alfie doughty,0,0,7.2,73,1035154,2023-11-11,1,doughty,,
andros townsend,0,0,7.0,60,1035154,2023-11-11,1,townsend,,
chiedozie ogbene,0,0,7.3,86,1035154,2023-11-11,1,ogbene,,
carlton morris,0,0,6.9,90,1035154,2023-11-11,0,morris,,
tahith chong,0,0,6.9,30,1035154,2023-11-11,0,chong,,
jordan clark,0,0,6.7,17,1035154,2023-11-11,0,clark,,
pelly ruddock mpanzu,0,0,6.3,13,1035154,2023-11-11,0,mpanzu,,
ryan giles,0,0,6.3,13,1035154,2023-11-11,0,giles,,
elijah adebayo,0,0,6.7,12,1035154,2023-11-11,0,adebayo,,
tim krul,0,0,0.0,0,1035154,2023-11-11,0,krul,,
zack nelson,0,0,0.0,0,1035154,2023-11-11,0,nelson,,
luke berry,0,0,0.0,0,1035154,2023-11-11,0,berry,,
jacob brown,0,0,0.0,0,1035154,2023-11-11,0,brown,,
david raya,0,0,7.3,90,1035148,2023-11-11,1,raya,15-09-1995,Virgo
takehiro tomiyasu,0,0,7.0,90,1035148,2023-11-11,1,tomiyasu,,
william saliba,1,0,7.5,90,1035148,2023-11-11,1,saliba,24-03-2001,Aries
gabriel magalhães,0,0,7.2,90,1035148,2023-11-11,1,magalhães,19-12-1997,Sagittarius
oleksandr zinchenko,1,0,8.9,90,1035148,2023-11-11,1,zinchenko,,
kai havertz,0,0,7.0,59,1035148,2023-11-11,1,havertz,11-06-1999,Gemini
jorginho,0,0,7.2,89,1035148,2023-11-11,1,jorginho,,
declan rice,0,0,6.9,90,1035148,2023-11-11,0,rice,14-01-1999,Capricorn
bukayo saka,0,1,7.9,81,1035148,2023-11-11,1,saka,,
leandro trossard,1,1,8.9,81,1035148,2023-11-11,1,trossard,04-12-1994,Sagittarius
gabriel martinelli,0,0,7.0,89,1035148,2023-11-11,1,martinelli,18-06-2001,Gemini
fábio vieira,0,0,5.9,24,1035148,2023-11-11,0,vieira,,
reiss nelson,0,0,6.3,9,1035148,2023-11-11,0,nelson,,
edward nketiah,0,0,6.5,9,1035148,2023-11-11,0,nketiah,,
jakub kiwior,0,0,6.3,12,1035148,2023-11-11,0,kiwior,,
aaron ramsdale,0,0,0.0,0,1035148,2023-11-11,0,ramsdale,,
reuell walters,0,0,0.0,0,1035148,2023-11-11,0,walters,,
mohamed elneny,0,0,0.0,0,1035148,2023-11-11,0,elneny,,
bradley ibrahim,0,0,0.0,0,1035148,2023-11-11,0,ibrahim,,
charles sagoe jr.,0,0,0.0,0,1035148,2023-11-11,0,jr.,,
james trafford,0,0,6.9,90,1035148,2023-11-11,0,trafford,,
vitinho,0,0,6.2,88,1035148,2023-11-11,0,vitinho,,
dara o'shea,0,0,6.5,90,1035148,2023-11-11,0,o'shea,,
jordan beyer,0,0,6.9,90,1035148,2023-11-11,0,beyer,,
charlie taylor,0,0,6.9,90,1035148,2023-11-11,0,taylor,,
jóhann guðmundsson,0,0,6.6,90,1035148,2023-11-11,0,guðmundsson,,
sander berge,0,0,7.5,90,1035148,2023-11-11,1,berge,,
josh brownhill,1,0,7.0,85,1035148,2023-11-11,1,brownhill,,
luca koleosho,0,0,6.0,80,1035148,2023-11-11,0,koleosho,,
zeki amdouni,0,0,6.5,80,1035148,2023-11-11,0,amdouni,,
jay rodriguez,0,0,6.9,90,1035148,2023-11-11,0,rodriguez,,
aaron ramsey,0,0,6.3,10,1035148,2023-11-11,0,ramsey,28-05-2001,Gemini
jacob bruun larsen,0,0,6.5,10,1035148,2023-11-11,0,larsen,,
michael obafemi,0,0,6.3,16,1035148,2023-11-11,0,obafemi,,
wilson odobert,0,0,6.3,13,1035148,2023-11-11,0,odobert,28-11-2004,Sagittarius
lawrence vigouroux,0,0,0.0,0,1035148,2023-11-11,0,vigouroux,,
hannes delcroix,0,0,0.0,0,1035148,2023-11-11,0,delcroix,,
connor roberts,0,0,0.0,0,1035148,2023-11-11,0,roberts,,
nathan redmond,0,0,0.0,0,1035148,2023-11-11,0,redmond,,
josh cullen,0,0,0.0,0,1035148,2023-11-11,0,cullen,,
sam johnstone,0,0,6.3,90,1035152,2023-11-11,0,johnstone,,
joel ward,0,0,6.9,90,1035152,2023-11-11,0,ward,,
joachim andersen,0,0,7.5,90,1035152,2023-11-11,1,andersen,,
marc guéhi,0,0,7.3,90,1035152,2023-11-11,1,guéhi,13-07-2000,Cancer
tyrick mitchell,0,0,6.7,90,1035152,2023-11-11,0,mitchell,,
will hughes,0,0,6.6,89,1035152,2023-11-11,0,hughes,,
jefferson lerma,0,1,8.5,90,1035152,2023-11-11,1,lerma,,
jordan ayew,0,0,6.3,90,1035152,2023-11-11,0,ayew,,
eberechi eze,1,0,8.0,90,1035152,2023-11-11,1,eze,29-06-1998,Cancer
jeffrey schlupp,0,0,6.9,67,1035152,2023-11-11,0,schlupp,,
odsonne édouard,1,0,7.5,83,1035152,2023-11-11,1,édouard,,
michael olise,0,0,6.9,23,1035152,2023-11-11,0,olise,,
jean-philippe mateta,0,0,6.3,16,1035152,2023-11-11,0,mateta,,
naouirou ahamada,0,0,6.3,10,1035152,2023-11-11,0,ahamada,,
remi matthews,0,0,0.0,0,1035152,2023-11-11,0,matthews,,
nathaniel clyne,0,0,0.0,0,1035152,2023-11-11,0,clyne,,
chris richards,0,0,0.0,0,1035152,2023-11-11,0,richards,,
rob holding,0,0,0.0,0,1035152,2023-11-11,0,holding,,
cheick doucouré,0,0,0.0,0,1035152,2023-11-11,0,doucouré,,
matheus frança,0,0,0.0,0,1035152,2023-11-11,0,frança,,
jordan pickford,0,0,6.9,90,1035152,2023-11-11,0,pickford,,
ashley young,0,0,6.6,89,1035152,2023-11-11,0,young,,
james tarkowski,0,0,7.3,90,1035152,2023-11-11,1,tarkowski,,
jarrad branthwaite,0,0,6.3,90,1035152,2023-11-11,0,branthwaite,,
vitaliy mykolenko,1,0,7.7,90,1035152,2023-11-11,1,mykolenko,,
jack harrison,0,1,6.7,90,1035152,2023-11-11,1,harrison,,
james garner,0,0,6.9,90,1035152,2023-11-11,0,garner,,
amadou onana,0,0,6.3,45,1035152,2023-11-11,0,onana,20-08-2001,Leo
dwight mcneil,0,0,6.7,90,1035152,2023-11-11,0,mcneil,,
abdoulaye doucouré,1,0,7.5,90,1035152,2023-11-11,1,doucouré,,
dominic calvert-lewin,0,0,6.5,77,1035152,2023-11-11,0,calvert-lewin,,
idrissa gueye,1,0,7.2,45,1035152,2023-11-11,1,gueye,,
beto,0,0,7.0,13,1035152,2023-11-11,1,beto,,
nathan patterson,0,0,6.7,9,1035152,2023-11-11,0,patterson,,
joão virgínia,0,0,0.0,0,1035152,2023-11-11,0,virgínia,,
michael keane,0,0,0.0,0,1035152,2023-11-11,0,keane,,
ben godfrey,0,0,0.0,0,1035152,2023-11-11,0,godfrey,,
youssef chermiti,0,0,0.0,0,1035152,2023-11-11,0,chermiti,,
arnaut danjuma,0,0,0.0,0,1035152,2023-11-11,0,danjuma,,
lewis dobbin,0,0,0.0,0,1035152,2023-11-11,0,dobbin,,
ederson,0,0,7.3,90,1035299,2023-11-25,1,ederson,,
kyle walker,0,0,7.2,90,1035299,2023-11-25,1,walker,,
rúben dias,0,0,7.2,90,1035299,2023-11-25,1,dias,,
nathan aké,0,1,7.3,90,1035299,2023-11-25,1,aké,,
rodri,0,0,7.2,90,1035299,2023-11-25,1,rodri,22-06-1996,Cancer
manuel akanji,0,0,6.9,90,1035299,2023-11-25,0,akanji,,
phil foden,0,0,7.5,90,1035299,2023-11-25,1,foden,28-05-2000,Gemini
julián álvarez,0,0,7.2,90,1035299,2023-11-25,1,álvarez,,
bernardo silva,0,0,7.7,90,1035299,2023-11-25,1,silva,10-08-1994,Leo
jérémy doku,0,0,8.9,90,1035299,2023-11-25,1,doku,,
erling haaland,1,0,7.6,90,1035299,2023-11-25,1,haaland,21-07-2000,Cancer
scott carson,0,0,0.0,0,1035299,2023-11-25,0,carson,,
stefan ortega,0,0,0.0,0,1035299,2023-11-25,0,ortega,,
rico lewis,0,0,0.0,0,1035299,2023-11-25,0,lewis,21-11-2004,Scorpio
john stones,0,0,0.0,0,1035299,2023-11-25,0,stones,,
joško gvardiol,0,0,0.0,0,1035299,2023-11-25,0,gvardiol,,
kalvin phillips,0,0,0.0,0,1035299,2023-11-25,0,phillips,,
sergio gómez,0,0,0.0,0,1035299,2023-11-25,0,gómez,,
oscar bobb,0,0,0.0,0,1035299,2023-11-25,0,bobb,,
alisson,0,0,6.9,90,1035299,2023-11-25,0,alisson,,
trent alexander-arnold,1,0,7.2,90,1035299,2023-11-25,1,alexander-arnold,07-10-1998,Libra
joël matip,0,0,7.0,90,1035299,2023-11-25,1,matip,,
virgil van dijk,0,0,6.9,90,1035299,2023-11-25,0,dijk,08-07-1991,Cancer
konstantinos tsimikas,0,0,6.9,90,1035299,2023-11-25,0,tsimikas,,
dominik szoboszlai,0,0,6.9,73,1035299,2023-11-25,0,szoboszlai,25-10-2000,Scorpio
alexis mac allister,0,0,6.7,85,1035299,2023-11-25,0,allister,24-12-1998,Capricorn
curtis jones,0,0,6.5,54,1035299,2023-11-25,0,jones,,
mohamed salah,0,1,7.3,90,1035299,2023-11-25,1,salah,15-06-1992,Gemini
darwin núñez,0,0,6.7,85,1035299,2023-11-25,0,núñez,24-06-1999,Cancer
diogo jota,0,0,6.3,54,1035299,2023-11-25,0,jota,04-12-1996,Sagittarius
ryan gravenberch,0,0,6.9,36,1035299,2023-11-25,0,gravenberch,16-05-2002,Taurus
luis díaz,0,0,6.3,36,1035299,2023-11-25,0,díaz,13-01-1997,Capricorn
cody gakpo,0,0,6.7,17,1035299,2023-11-25,0,gakpo,07-05-1999,Taurus
harvey elliott,0,0,6.2,14,1035299,2023-11-25,0,elliott,,
wataru endo,0,0,6.5,14,1035299,2023-11-25,0,endo,09-02-1993,Aquarius
caoimhin kelleher,0,0,0.0,0,1035299,2023-11-25,0,kelleher,,
ibrahima konaté,0,0,0.0,0,1035299,2023-11-25,0,konaté,25-05-1999,Gemini
jarell quansah,0,0,0.0,0,1035299,2023-11-25,0,quansah,,
joe gomez,0,0,0.0,0,1035299,2023-11-25,0,gomez,,
nick pope,0,0,6.3,90,1035300,2023-11-25,0,pope,19-04-1992,Aries
kieran trippier,0,0,7.6,90,1035300,2023-11-25,1,trippier,19-09-1990,Virgo
jamaal lascelles,1,0,7.2,86,1035300,2023-11-25,1,lascelles,,
fabian schär,0,0,7.2,90,1035300,2023-11-25,1,schär,20-12-1991,Sagittarius
valentino livramento,0,0,7.3,90,1035300,2023-11-25,1,livramento,12-11-2002,Scorpio
lewis miley,0,1,7.3,89,1035300,2023-11-25,1,miley,,
bruno guimarães,0,0,8.0,90,1035300,2023-11-25,1,guimarães,16-11-1997,Scorpio
joelinton,1,0,7.0,90,1035300,2023-11-25,1,joelinton,14-08-1996,Leo
miguel almirón,0,1,7.3,87,1035300,2023-11-25,1,almirón,,
alexander isak,1,0,7.0,81,1035300,2023-11-25,1,isak,21-09-1999,Virgo
anthony gordon,1,1,8.0,89,1035300,2023-11-25,1,gordon,24-02-2001,Pisces
matt ritchie,0,0,6.6,9,1035300,2023-11-25,0,ritchie,,
paul dummett,0,0,6.7,9,1035300,2023-11-25,0,dummett,,
alex murphy,0,0,6.3,8,1035300,2023-11-25,0,murphy,24-02-1995,Pisces
amadou diallo,0,0,0.0,1,1035300,2023-11-25,0,diallo,11-07-2002,Cancer
michael ndiweni,0,0,0.0,1,1035300,2023-11-25,0,ndiweni,,
loris karius,0,0,0.0,0,1035300,2023-11-25,0,karius,,
